"No.","Time","Source","Destination","Protocol","Length","Info"
"457","1.033381","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=279753 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"458","1.033383","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=281003 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"459","1.033387","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=282253 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"460","1.033388","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=283503 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"461","1.033389","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=284753 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"462","1.033390","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=286003 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"463","1.033391","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=287253 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"464","1.033393","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=288503 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"465","1.033394","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=289753 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"466","1.033499","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=2455 Ack=291003 Win=131072 Len=0"
"467","1.041577","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=291003 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"468","1.041579","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=292253 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"469","1.041584","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=293503 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"470","1.041586","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","Application Data [TCP segment of a reassembled PDU]"
"471","1.041587","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=296003 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"472","1.041588","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=297253 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"473","1.041590","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=298503 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"474","1.041591","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=299753 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"475","1.041592","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=301003 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"476","1.041593","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=302253 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"477","1.041594","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1002","https(443)  >  54376 [ACK] Seq=303503 Ack=2455 Win=32768 Len=948 [TCP segment of a reassembled PDU]"
"478","1.041596","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","Application Data [TCP segment of a reassembled PDU]"
"479","1.041597","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=305701 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"480","1.041598","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=306951 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"481","1.041756","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=2455 Ack=308201 Win=131072 Len=0"
"482","1.042654","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=308201 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"483","1.042657","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=309451 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"484","1.042662","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=310701 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"485","1.042664","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=311951 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"487","1.042666","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=313201 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"488","1.042667","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=314451 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"489","1.042668","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=315701 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"490","1.042754","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=2455 Ack=313201 Win=131072 Len=0"
"491","1.042978","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=2455 Ack=316951 Win=131072 Len=0"
"492","1.047443","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=316951 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"493","1.047446","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=318201 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"494","1.047452","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=319451 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"495","1.047454","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","Application Data [TCP segment of a reassembled PDU]"
"496","1.047456","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=321951 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"497","1.047457","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=323201 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"498","1.047459","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=324451 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"499","1.047460","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=325701 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"500","1.047461","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=326951 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"501","1.047462","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=328201 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"502","1.047464","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=329451 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"503","1.047465","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","103","https(443)  >  54376 [ACK] Seq=330701 Ack=2455 Win=32768 Len=49 [TCP segment of a reassembled PDU]"
"504","1.047466","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=330750 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"507","1.047470","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","54","https(443)  >  54378 [ACK] Seq=7200 Ack=956 Win=30720 Len=0"
"508","1.047646","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=2455 Ack=332000 Win=131072 Len=0"
"509","1.048359","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=332000 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"510","1.048362","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=333250 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"511","1.048368","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=334500 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"512","1.048369","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=335750 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"513","1.048371","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","Application Data, Application Data"
"514","1.048372","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=338250 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"515","1.048374","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=339500 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"516","1.048375","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=340750 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"517","1.048545","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=2455 Ack=342000 Win=131072 Len=0"
"518","1.062605","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=342000 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"519","1.062607","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=343250 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"520","1.062613","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=344500 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"521","1.062614","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=345750 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"522","1.062615","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=347000 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"523","1.062616","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=348250 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"524","1.062617","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=349500 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"525","1.062619","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=350750 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"526","1.062620","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=352000 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"527","1.062621","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=353250 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"528","1.062623","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","Application Data [TCP segment of a reassembled PDU]"
"529","1.062624","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=355750 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"530","1.062625","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=357000 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"531","1.062626","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=358250 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"532","1.062628","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=359500 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"533","1.062629","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=360750 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"534","1.062630","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=362000 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"535","1.062631","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=363250 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"536","1.062632","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=364500 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"537","1.062633","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=365750 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"538","1.062634","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=367000 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"539","1.062636","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=368250 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"540","1.062637","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=369500 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"541","1.062638","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","Application Data, Application Data"
"542","1.062639","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","131","https(443)  >  54376 [ACK] Seq=372000 Ack=2455 Win=32768 Len=77 [TCP segment of a reassembled PDU]"
"543","1.062640","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=372077 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"544","1.062641","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=373327 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"545","1.062643","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=374577 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"546","1.062644","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=375827 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"547","1.062645","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=377077 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"548","1.062646","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=378327 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"549","1.062647","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=379577 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"550","1.062994","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=2455 Ack=380827 Win=131072 Len=0"
"551","1.063448","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=380827 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"552","1.063490","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=2455 Ack=382077 Win=131072 Len=0"
"553","1.063734","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=382077 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"554","1.063736","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=383327 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"555","1.063738","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=384577 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"556","1.063739","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=385827 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"557","1.063740","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","724","Application Data [TCP segment of a reassembled PDU]"
"558","1.063741","jsi-cdn.steelcentral.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","66","https(443)  >  54379 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1250 SACK_PERM=1 WS=256"
"559","1.063742","cds.j3z9t3p6.hwcdn.net","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","54","https(443)  >  54378 [ACK] Seq=7200 Ack=987 Win=30720 Len=0"
"560","1.063743","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=387747 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"561","1.063744","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=388997 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"562","1.063954","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=2455 Ack=390247 Win=131072 Len=0"
"563","1.064143","eduroam-int-dhcp-97-88-25.ucl.ac.uk","jsi-cdn.steelcentral.net","TCP","54","54379  >  https(443) [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"564","1.064775","eduroam-int-dhcp-97-88-25.ucl.ac.uk","jsi-cdn.steelcentral.net","TLSv1.2","571","Client Hello"
"565","1.109209","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=390247 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"566","1.109212","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=391497 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"567","1.109218","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=392747 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"568","1.109220","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=393997 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"569","1.109221","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=395247 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"570","1.109222","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=396497 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"571","1.109224","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=397747 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"572","1.109225","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=398997 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"573","1.109227","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=400247 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"574","1.109229","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=401497 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"575","1.109230","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TLSv1.3","1304","Application Data, Application Data"
"576","1.109232","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=403997 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"577","1.109233","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=405247 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"578","1.109235","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=406497 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"579","1.109243","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=407747 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"580","1.109495","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=2455 Ack=408997 Win=131072 Len=0"
"581","1.110157","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=408997 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"582","1.110162","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","632","https(443)  >  54376 [ACK] Seq=410247 Ack=2455 Win=32768 Len=578 [TCP segment of a reassembled PDU]"
"583","1.110168","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=410825 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"584","1.110172","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=412075 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"585","1.110174","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=413325 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"586","1.110178","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=414575 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"587","1.110180","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=415825 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"588","1.110288","eduroam-int-dhcp-97-88-25.ucl.ac.uk","www.wireshark.org","TCP","54","54376  >  https(443) [ACK] Seq=2455 Ack=417075 Win=131072 Len=0"
"589","1.117609","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=417075 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
"590","1.117612","www.wireshark.org","eduroam-int-dhcp-97-88-25.ucl.ac.uk","TCP","1304","https(443)  >  54376 [ACK] Seq=418325 Ack=2455 Win=32768 Len=1250 [TCP segment of a reassembled PDU]"
